data,ticker,comprado,close,ret
2026-09-21,ABEV3,1,15.4287,0.007802
2026-09-21,ALOS3,1,29.7,0.02875
2026-09-21,AURA33,1,150.04,0.003612
2026-09-21,AXIA3,1,55.15,0.025093
2026-09-21,AZZA3,0,14.98,0.047552
2026-09-21,BBAS3,1,22.99,-0.009052
2026-09-21,BBDC3,1,16.02,0.014566
2026-09-21,BBDC4,1,18.16,0.00945
2026-09-21,BBSE3,1,39.82,-0.025453
2026-09-21,BEEF3,1,3.92,-0.015075
2026-09-21,BOVA11,1,183.95,0.008111
2026-09-21,BPAC11,1,63.5,0.034202
2026-09-21,BRAP4,0,20.91,-0.013679
2026-09-21,BRAV3,0,17.4,0.002882
2026-09-21,BRSR6,1,15.16,0.019502
2026-09-21,CEAB3,1,9.53,0.065996
2026-09-21,CMIN3,0,5.38,-0.014652
2026-09-21,COGN3,1,2.37,0.048673
2026-09-21,CPLE3,1,16.1,0.006879
2026-09-21,CSAN3,0,3.75,0.027397
2026-09-21,CSMG3,0,56.6444,0.006545
2026-09-21,CSNA3,1,6.23,0.064957
2026-09-21,CVCB3,0,1.41,0.014388
2026-09-21,CXSE3,1,20.59,-0.002422
2026-09-21,CYRE3,1,27.65,0.036745
2026-09-21,DIRR3,0,10.18,0.012935
2026-09-21,ECOR3,1,8.73,0.055623
2026-09-21,EGIE3,1,30.32,-0.002303
2026-09-21,EMBJ3,1,98.2337,0.014112
2026-09-21,ENEV3,1,27.97,0.030962
2026-09-21,ENGI11,1,52.81,0.014017
2026-09-21,EQTL3,1,40.2,0.015921
2026-09-21,EZTC3,1,13.82,0.032885
2026-09-21,FLRY3,1,21.98,0.028064
2026-09-21,GMAT3,1,4.9,-0.002037
2026-09-21,GRND3,1,3.75,0.021798
2026-09-21,HAPV3,0,6.71,0.080515
2026-09-21,HYPE3,1,24.12,0.013445
2026-09-21,IGTI11,1,26.95,0.027841
2026-09-21,IRBR3,1,63.43,0.023065
2026-09-21,ITSA4,1,14.34,0.022096
2026-09-21,ITUB3,1,47.16,0.017037
2026-09-21,ITUB4,1,43.08,0.017718
2026-09-21,JHSF3,1,11.65,0.02193
2026-09-21,KLBN11,1,19.19,0.002612
2026-09-21,MBRF3,1,16.84,-0.000593
2026-09-21,MGLU3,1,5.98,0.022222
2026-09-21,MOVI3,1,8.45,0.070976
2026-09-21,MRVE3,1,5.26,0.005736
2026-09-21,MULT3,1,31.52,0.028385
2026-09-21,ORVR3,0,17.2,0.018354
2026-09-21,PETR4,1,48.0,-0.010309
2026-09-21,POMO4,0,4.23,-0.011682
2026-09-21,PSSA3,0,49.46,0.007127
2026-09-21,QUAL3,1,1.71,0.036364
2026-09-21,RAIL3,1,15.41,0.029392
2026-09-21,RAIZ4,0,0.27,0.038462
2026-09-21,RAPT4,1,5.14,0.042596
2026-09-21,RDOR3,1,38.12,0.023905
2026-09-21,RECV3,1,10.85,-0.015427
2026-09-21,RENT3,1,37.44,0.034254
2026-09-21,ROXO34,0,11.87,0.013664
2026-09-21,SBSP3,1,27.94,0.023069
2026-09-21,SIMH3,1,8.27,0.083879
2026-09-21,SLCE3,1,17.56,-0.006787
2026-09-21,SMAL11,1,112.0,0.021059
2026-09-21,SMFT3,0,17.46,0.027059
2026-09-21,SUZB3,1,47.25,-0.01542
2026-09-21,TAEE11,1,41.64,-0.006442
2026-09-21,TIMS3,0,19.46,0.0
2026-09-21,TOTS3,1,34.94,0.018659
2026-09-21,USIM5,0,6.91,0.001449
2026-09-21,VALE3,0,72.55,-0.011176
2026-09-21,VAMO3,1,3.66,0.06087
2026-09-21,VBBR3,1,39.2026,-0.000504
2026-09-21,VIVA3,1,23.82,0.054916
2026-09-21,VIVT3,0,30.73,-0.007108
2026-09-21,WEGE3,1,51.08,-0.011472
2026-09-21,WIZC3,0,8.0,-0.004975
2026-09-21,XPBR31,1,106.49,0.039332
2026-09-21,YDUQ3,1,11.14,0.050943
